Date,Time,Booking ID,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT,Avg CTAT,Cancelled  by Customer,Reason for Cancelling by Customer,Cancelled Rides by Driver,Reason for Cancelling by Driver,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating,Payment Method_Cash,Payment Method_UPI,Payment Method_Unknown,Payment Method_Wallet,Booking Status_Cancelled by Driver,Booking Status_Incomplete,Booking Status_Success,Hour
23/01/2024,14:00:00,CNR8101222,141457,0,Area-19,Area-16,11.93,7.31,0,Unknown,0,Unknown,0,Unknown,1412.64,19.07,4.3,3.3,False,False,False,False,False,False,True,14
27/01/2024,9:00:00,CNR9450323,341049,1,Area-7,Area-9,10.39,15.75,0,Unknown,1,More than permitted people in there,0,Unknown,1031.82,25.36,4.0,4.0,False,False,True,False,True,False,False,9
09/01/2024,16:00:00,CNR0349073,231641,1,Area-33,Area-42,5.9,27.04,0,Unknown,0,Unknown,0,Unknown,1018.55,14.3,3.7,4.3,False,False,False,False,False,False,True,16
16/01/2024,18:00:00,CNR0391856,193698,1,Area-19,Area-28,8.11,26.27,0,Unknown,0,Unknown,0,Unknown,165.76,35.1,3.9,4.8,True,False,False,False,False,False,True,18
06/01/2024,3:00:00,CNR7680276,169151,1,Area-10,Area-30,10.39,15.75,0,Unknown,1,The customer was coughing/sick,0,Unknown,1031.82,25.36,4.0,4.0,False,False,True,False,True,False,False,3
26/01/2024,20:00:00,CNR0549520,630706,0,Area-16,Area-7,18.97,29.59,0,Unknown,0,Unknown,0,Unknown,1222.27,5.28,4.4,4.9,False,False,False,True,False,False,True,20
05/01/2024,4:00:00,CNR6632219,520334,1,Area-36,Area-12,4.51,3.16,0,Unknown,0,Unknown,0,Unknown,1386.82,27.75,3.3,4.4,True,False,False,False,False,False,True,4
30/01/2024,6:00:00,CNR2528766,173309,0,Area-3,Area-19,10.39,15.75,0,Unknown,1,Personal & Car related issues,0,Unknown,1031.82,25.36,4.0,4.0,False,False,True,False,True,False,False,6
05/01/2024,16:00:00,CNR0404057,536935,1,Area-44,Area-20,8.26,17.28,0,Unknown,0,Unknown,0,Unknown,1962.71,4.26,3.4,4.1,False,False,False,True,False,False,True,16
16/01/2024,1:00:00,CNR5437257,763853,0,Area-47,Area-7,10.39,15.75,0,Unknown,0,Unknown,1,Customer Demand,1031.82,25.36,4.0,4.0,False,False,True,False,False,True,False,1
10/01/2024,17:00:00,CNR7982095,579710,1,Area-33,Area-45,11.89,27.03,0,Unknown,0,Unknown,0,Unknown,469.92,37.85,4.0,3.1,False,False,False,False,False,False,True,17
24/01/2024,9:00:00,CNR6505258,720512,0,Area-33,Area-2,15.64,2.98,0,Unknown,0,Unknown,0,Unknown,697.78,33.92,3.7,3.5,False,True,False,False,False,False,True,9
28/01/2024,5:00:00,CNR4310059,471599,0,Area-4,Area-40,11.32,11.75,0,Unknown,0,Unknown,0,Unknown,1350.21,29.14,4.4,3.7,False,False,False,False,False,False,True,5
28/01/2024,8:00:00,CNR1298826,193372,0,Area-6,Area-11,10.18,29.33,0,Unknown,0,Unknown,0,Unknown,1367.98,29.91,4.1,3.1,False,False,False,False,False,False,True,8
04/01/2024,8:00:00,CNR2359131,474343,1,Area-31,Area-1,17.36,17.52,0,Unknown,0,Unknown,0,Unknown,1737.67,45.53,3.0,4.4,False,True,False,False,False,False,True,8
18/01/2024,22:00:00,CNR1134091,130000,1,Area-47,Area-31,10.39,15.75,0,Unknown,0,Unknown,1,Customer Demand,1031.82,25.36,4.0,4.0,False,False,True,False,False,True,False,22
17/01/2024,10:00:00,CNR7420438,227683,0,Area-39,Area-29,19.15,28.17,0,Unknown,0,Unknown,0,Unknown,1435.97,37.44,4.6,3.7,True,False,False,False,False,False,True,10
24/01/2024,1:00:00,CNR8623168,654245,0,Area-26,Area-13,4.65,11.84,0,Unknown,0,Unknown,0,Unknown,972.16,13.77,4.4,3.4,False,False,False,True,False,False,True,1
08/01/2024,0:00:00,CNR5716310,569983,0,Area-27,Area-15,10.39,15.75,0,Unknown,1,Personal & Car related issues,0,Unknown,1031.82,25.36,4.0,4.0,False,False,True,False,True,False,False,0
20/01/2024,16:00:00,CNR7554605,277127,1,Area-46,Area-33,10.39,15.75,0,Unknown,0,Unknown,1,Vehicle Breakdown,1031.82,25.36,4.0,4.0,False,False,True,False,False,True,False,16
29/01/2024,22:00:00,CNR5047272,784699,0,Area-2,Area-6,18.94,18.92,0,Unknown,0,Unknown,0,Unknown,868.29,18.67,3.4,4.7,False,False,False,True,False,False,True,22
22/01/2024,3:00:00,CNR9088547,535676,1,Area-13,Area-24,7.04,28.09,0,Unknown,0,Unknown,0,Unknown,593.8,29.15,4.9,4.0,False,True,False,False,False,False,True,3
16/01/2024,3:00:00,CNR9350693,109269,1,Area-29,Area-11,18.12,1.45,0,Unknown,0,Unknown,0,Unknown,608.57,43.94,3.4,4.6,False,True,False,False,False,False,True,3
19/01/2024,9:00:00,CNR5085867,610120,1,Area-41,Area-6,2.45,16.91,0,Unknown,0,Unknown,0,Unknown,1022.06,4.87,4.6,4.0,False,False,False,True,False,False,True,9
27/01/2024,11:00:00,CNR7235489,979890,0,Area-23,Area-2,10.83,14.88,0,Unknown,0,Unknown,0,Unknown,318.28,45.54,4.3,3.1,False,False,False,False,False,False,True,11
21/01/2024,16:00:00,CNR4991879,360780,0,Area-8,Area-43,10.39,15.75,0,Unknown,1,Personal & Car related issues,0,Unknown,1031.82,25.36,4.0,4.0,False,False,True,False,True,False,False,16
24/01/2024,21:00:00,CNR2690311,845400,1,Area-27,Area-8,14.5,15.36,0,Unknown,0,Unknown,0,Unknown,1462.73,41.46,3.6,4.1,False,False,False,False,False,False,True,21
01/01/2024,21:00:00,CNR7922433,712290,1,Area-43,Area-11,4.15,17.26,0,Unknown,0,Unknown,0,Unknown,1662.18,40.42,3.4,3.1,False,True,False,False,False,False,True,21
03/01/2024,23:00:00,CNR7666795,602959,1,Area-50,Area-13,10.82,24.6,0,Unknown,0,Unknown,0,Unknown,990.42,35.93,4.9,3.6,False,False,False,False,False,False,True,23
02/01/2024,20:00:00,CNR5712641,754089,1,Area-41,Area-4,3.13,8.58,0,Unknown,0,Unknown,0,Unknown,765.3,9.15,3.4,4.8,True,False,False,False,False,False,True,20
17/01/2024,8:00:00,CNR3020379,303845,0,Area-35,Area-26,18.92,15.04,0,Unknown,0,Unknown,0,Unknown,1610.97,12.7,3.6,4.1,False,True,False,False,False,False,True,8
08/01/2024,3:00:00,CNR6975981,284053,1,Area-16,Area-34,4.84,29.76,0,Unknown,0,Unknown,0,Unknown,1727.27,17.62,4.0,4.3,False,True,False,False,False,False,True,3
11/01/2024,0:00:00,CNR0063373,592290,1,Area-44,Area-38,9.55,9.49,0,Unknown,0,Unknown,0,Unknown,1691.2,11.96,3.4,4.0,False,False,False,True,False,False,True,0
10/01/2024,23:00:00,CNR3268155,125772,1,Area-24,Area-19,2.69,14.74,0,Unknown,0,Unknown,0,Unknown,1673.34,20.45,3.9,4.4,False,False,False,False,False,False,True,23
17/01/2024,9:00:00,CNR0629447,969020,1,Area-10,Area-34,18.91,1.22,0,Unknown,0,Unknown,0,Unknown,1214.99,33.99,3.2,3.3,False,False,False,True,False,False,True,9
18/01/2024,14:00:00,CNR6137267,426735,0,Area-1,Area-12,6.59,3.16,0,Unknown,0,Unknown,0,Unknown,1781.27,34.53,4.5,3.1,True,False,False,False,False,False,True,14
02/01/2024,16:00:00,CNR3059854,439034,0,Area-35,Area-21,11.75,14.02,0,Unknown,0,Unknown,0,Unknown,1639.19,39.3,4.5,3.2,False,False,False,False,False,False,True,16
19/01/2024,11:00:00,CNR9401516,593800,0,Area-1,Area-39,17.42,3.75,0,Unknown,0,Unknown,0,Unknown,1451.98,8.58,4.7,4.0,False,True,False,False,False,False,True,11
11/01/2024,19:00:00,CNR0489655,242737,1,Area-14,Area-24,12.92,12.82,0,Unknown,0,Unknown,0,Unknown,505.18,36.59,3.2,4.6,True,False,False,False,False,False,True,19
18/01/2024,7:00:00,CNR8177836,984738,1,Area-28,Area-23,10.39,15.75,0,Unknown,1,Personal & Car related issues,0,Unknown,1031.82,25.36,4.0,4.0,False,False,True,False,True,False,False,7
04/01/2024,2:00:00,CNR5133754,920205,0,Area-9,Area-34,10.39,15.75,1,Driver is not moving towards pickup location,0,Unknown,0,Unknown,1031.82,25.36,4.0,4.0,False,False,True,False,False,False,False,2
12/01/2024,13:00:00,CNR1790661,292816,1,Area-17,Area-6,10.19,21.38,0,Unknown,0,Unknown,0,Unknown,1701.52,12.51,3.7,3.6,False,False,False,True,False,False,True,13
17/01/2024,18:00:00,CNR7870331,594803,1,Area-39,Area-35,9.27,9.69,0,Unknown,0,Unknown,0,Unknown,543.04,45.48,4.0,3.7,True,False,False,False,False,False,True,18
03/01/2024,15:00:00,CNR6859678,952462,0,Area-34,Area-8,11.08,19.18,0,Unknown,0,Unknown,0,Unknown,791.44,40.59,4.5,3.2,False,False,False,True,False,False,True,15
11/01/2024,5:00:00,CNR0019725,800510,0,Area-16,Area-34,8.57,21.7,0,Unknown,0,Unknown,0,Unknown,1794.11,13.27,4.7,3.2,True,False,False,False,False,False,True,5
27/01/2024,10:00:00,CNR8009292,311039,0,Area-8,Area-1,17.45,23.51,0,Unknown,0,Unknown,0,Unknown,404.86,27.31,4.6,4.1,True,False,False,False,False,False,True,10
06/01/2024,4:00:00,CNR9594722,488705,1,Area-28,Area-10,17.48,15.36,0,Unknown,0,Unknown,0,Unknown,1494.65,36.16,4.5,4.8,False,True,False,False,False,False,True,4
17/01/2024,6:00:00,CNR1668239,204395,1,Area-48,Area-9,18.3,20.24,0,Unknown,0,Unknown,0,Unknown,582.83,46.92,4.1,3.5,False,False,False,False,False,False,True,6
13/01/2024,5:00:00,CNR8406932,868028,0,Area-10,Area-12,11.11,23.29,0,Unknown,0,Unknown,0,Unknown,1711.36,45.53,3.8,3.8,True,False,False,False,False,False,True,5
24/01/2024,7:00:00,CNR0217125,288316,1,Area-18,Area-20,6.45,18.06,0,Unknown,0,Unknown,0,Unknown,477.51,28.73,3.5,3.8,False,False,False,True,False,False,True,7
04/01/2024,14:00:00,CNR9499263,762466,0,Area-30,Area-10,9.87,20.64,0,Unknown,0,Unknown,0,Unknown,1271.99,47.01,4.8,4.6,False,False,False,False,False,False,True,14
24/01/2024,14:00:00,CNR4839857,230150,1,Area-15,Area-1,10.39,15.75,0,Unknown,0,Unknown,1,Customer Demand,1031.82,25.36,4.0,4.0,False,False,True,False,False,True,False,14
11/01/2024,15:00:00,CNR6938992,460884,1,Area-20,Area-34,17.58,18.78,0,Unknown,0,Unknown,0,Unknown,1617.78,30.76,3.1,4.8,False,False,False,False,False,False,True,15
13/01/2024,22:00:00,CNR0302648,331256,0,Area-43,Area-24,8.65,22.39,0,Unknown,0,Unknown,0,Unknown,1700.77,14.76,4.3,3.5,False,False,False,False,False,False,True,22
02/01/2024,22:00:00,CNR4219487,693596,0,Area-7,Area-33,18.17,3.52,0,Unknown,0,Unknown,0,Unknown,1198.6,15.88,3.4,3.3,True,False,False,False,False,False,True,22
03/01/2024,7:00:00,CNR9109012,708158,0,Area-14,Area-1,10.39,15.75,0,Unknown,1,More than permitted people in there,0,Unknown,1031.82,25.36,4.0,4.0,False,False,True,False,True,False,False,7
19/01/2024,2:00:00,CNR7470089,540043,0,Area-34,Area-30,17.41,27.25,0,Unknown,0,Unknown,0,Unknown,342.17,10.78,3.9,3.1,True,False,False,False,False,False,True,2
19/01/2024,12:00:00,CNR3785598,802150,1,Area-48,Area-14,10.39,15.75,0,Unknown,1,Customer related issue,0,Unknown,1031.82,25.36,4.0,4.0,False,False,True,False,True,False,False,12
17/01/2024,11:00:00,CNR9349344,385220,1,Area-17,Area-23,12.44,18.93,0,Unknown,0,Unknown,0,Unknown,1893.29,35.59,3.6,3.6,False,False,False,True,False,False,True,11
25/01/2024,4:00:00,CNR5169945,636241,0,Area-19,Area-9,12.82,26.19,0,Unknown,0,Unknown,0,Unknown,478.04,4.62,3.6,4.6,False,False,False,False,False,False,True,4
15/01/2024,4:00:00,CNR5249827,298175,1,Area-24,Area-6,10.39,15.75,0,Unknown,1,Customer related issue,0,Unknown,1031.82,25.36,4.0,4.0,False,False,True,False,True,False,False,4
11/01/2024,4:00:00,CNR4792092,165592,1,Area-45,Area-39,3.73,2.74,0,Unknown,0,Unknown,0,Unknown,1094.91,1.39,4.2,4.5,False,False,False,False,False,False,True,4
27/01/2024,19:00:00,CNR5124503,426422,0,Area-15,Area-45,18.74,9.53,0,Unknown,0,Unknown,0,Unknown,1144.22,16.27,3.2,4.9,False,True,False,False,False,False,True,19
09/01/2024,5:00:00,CNR0111392,871110,1,Area-21,Area-27,11.54,29.6,0,Unknown,0,Unknown,0,Unknown,1816.38,9.82,4.3,3.4,False,False,False,False,False,False,True,5
25/01/2024,15:00:00,CNR0772371,876321,0,Area-33,Area-26,11.55,28.16,0,Unknown,0,Unknown,0,Unknown,395.84,25.46,3.5,3.5,True,False,False,False,False,False,True,15
29/01/2024,18:00:00,CNR5380733,806192,0,Area-42,Area-14,15.1,11.73,0,Unknown,0,Unknown,0,Unknown,797.72,2.58,4.3,4.6,False,False,False,False,False,False,True,18
27/01/2024,15:00:00,CNR6344181,647528,0,Area-44,Area-17,17.73,26.97,0,Unknown,0,Unknown,0,Unknown,1464.71,11.45,5.0,4.3,False,True,False,False,False,False,True,15
28/01/2024,18:00:00,CNR0550253,513806,1,Area-46,Area-28,16.7,8.18,0,Unknown,0,Unknown,0,Unknown,1566.94,10.91,4.0,3.9,True,False,False,False,False,False,True,18
01/01/2024,20:00:00,CNR9713161,827019,1,Area-37,Area-6,17.81,20.24,0,Unknown,0,Unknown,0,Unknown,1520.63,32.78,3.7,3.4,False,False,False,False,False,False,True,20
24/01/2024,3:00:00,CNR4750641,663259,0,Area-35,Area-21,10.39,15.75,0,Unknown,1,More than permitted people in there,0,Unknown,1031.82,25.36,4.0,4.0,False,False,True,False,True,False,False,3
02/01/2024,21:00:00,CNR3500605,982397,1,Area-37,Area-1,15.19,28.05,0,Unknown,0,Unknown,0,Unknown,467.59,12.07,4.5,4.7,True,False,False,False,False,False,True,21
08/01/2024,5:00:00,CNR7428724,690593,1,Area-32,Area-40,17.63,11.45,0,Unknown,0,Unknown,0,Unknown,1819.77,42.54,3.5,4.4,False,False,False,False,False,False,True,5
17/01/2024,18:00:00,CNR3448183,448000,0,Area-10,Area-38,9.62,2.83,0,Unknown,0,Unknown,0,Unknown,235.42,20.53,3.2,3.1,True,False,False,False,False,False,True,18
08/01/2024,1:00:00,CNR2165974,566562,1,Area-39,Area-46,4.81,12.25,0,Unknown,0,Unknown,0,Unknown,271.88,11.35,4.2,3.5,False,False,False,False,False,False,True,1
21/01/2024,4:00:00,CNR4300560,684306,1,Area-37,Area-13,10.39,15.75,0,Unknown,0,Unknown,1,Customer Demand,1031.82,25.36,4.0,4.0,False,False,True,False,False,True,False,4
16/01/2024,10:00:00,CNR7302952,685365,0,Area-35,Area-11,8.25,16.49,0,Unknown,0,Unknown,0,Unknown,1449.79,32.49,3.6,4.0,False,True,False,False,False,False,True,10
01/01/2024,1:00:00,CNR8905213,861205,1,Area-39,Area-44,3.8,7.97,0,Unknown,0,Unknown,0,Unknown,1864.99,39.55,4.8,4.0,False,False,False,True,False,False,True,1
17/01/2024,0:00:00,CNR4414417,917067,1,Area-37,Area-15,10.39,15.75,0,Unknown,0,Unknown,1,Customer Demand,1031.82,25.36,4.0,4.0,False,False,True,False,False,True,False,0
21/01/2024,20:00:00,CNR7172689,466638,1,Area-21,Area-45,10.39,15.75,0,Unknown,0,Unknown,1,Other Issue,1031.82,25.36,4.0,4.0,False,False,True,False,False,True,False,20
05/01/2024,3:00:00,CNR5783583,827396,1,Area-42,Area-17,3.35,22.21,0,Unknown,0,Unknown,0,Unknown,1824.83,15.87,4.2,4.9,False,False,False,False,False,False,True,3
14/01/2024,13:00:00,CNR3490774,867129,1,Area-45,Area-46,10.45,21.08,0,Unknown,0,Unknown,0,Unknown,823.32,25.49,4.6,3.5,False,False,False,False,False,False,True,13
08/01/2024,8:00:00,CNR4025950,809386,1,Area-21,Area-34,16.89,4.8,0,Unknown,0,Unknown,0,Unknown,1679.19,30.43,3.5,3.6,False,False,False,True,False,False,True,8
05/01/2024,20:00:00,CNR4302682,582028,1,Area-40,Area-43,10.39,15.75,0,Unknown,0,Unknown,1,Customer Demand,1031.82,25.36,4.0,4.0,False,False,True,False,False,True,False,20
24/01/2024,20:00:00,CNR0590634,115421,1,Area-23,Area-32,10.39,15.75,0,Unknown,1,The customer was coughing/sick,0,Unknown,1031.82,25.36,4.0,4.0,False,False,True,False,True,False,False,20
09/01/2024,9:00:00,CNR9368400,973983,0,Area-30,Area-37,7.36,17.38,0,Unknown,0,Unknown,0,Unknown,1937.75,7.77,3.7,4.4,False,True,False,False,False,False,True,9
25/01/2024,8:00:00,CNR8281681,298443,1,Area-4,Area-20,6.48,7.03,0,Unknown,0,Unknown,0,Unknown,72.82,38.84,3.3,4.8,False,False,False,True,False,False,True,8
12/01/2024,2:00:00,CNR0424294,361077,0,Area-19,Area-35,1.33,1.55,0,Unknown,0,Unknown,0,Unknown,1784.43,31.24,3.0,4.3,False,True,False,False,False,False,True,2
21/01/2024,16:00:00,CNR2964247,322785,0,Area-12,Area-19,14.14,23.8,0,Unknown,0,Unknown,0,Unknown,1262.07,7.45,3.3,4.0,False,True,False,False,False,False,True,16
15/01/2024,15:00:00,CNR1991921,469978,1,Area-48,Area-24,16.72,9.19,0,Unknown,0,Unknown,0,Unknown,1397.07,17.38,4.4,4.8,False,False,False,True,False,False,True,15
13/01/2024,6:00:00,CNR0984689,115716,1,Area-37,Area-15,10.39,15.75,1,AC is not working,0,Unknown,0,Unknown,1031.82,25.36,4.0,4.0,False,False,True,False,False,False,False,6
14/01/2024,15:00:00,CNR5509372,199791,0,Area-31,Area-43,10.39,15.75,0,Unknown,0,Unknown,1,Customer Demand,1031.82,25.36,4.0,4.0,False,False,True,False,False,True,False,15
13/01/2024,4:00:00,CNR1388686,517326,0,Area-27,Area-8,10.39,15.75,0,Unknown,1,More than permitted people in there,0,Unknown,1031.82,25.36,4.0,4.0,False,False,True,False,True,False,False,4
07/01/2024,9:00:00,CNR7995264,279758,0,Area-48,Area-9,10.39,15.75,1,Change of plans,0,Unknown,0,Unknown,1031.82,25.36,4.0,4.0,False,False,True,False,False,False,False,9
09/01/2024,11:00:00,CNR7243867,457048,0,Area-16,Area-5,10.39,15.75,0,Unknown,1,Customer related issue,0,Unknown,1031.82,25.36,4.0,4.0,False,False,True,False,True,False,False,11
05/01/2024,12:00:00,CNR6677439,573134,1,Area-33,Area-5,3.25,19.64,0,Unknown,0,Unknown,0,Unknown,1412.6,24.49,4.2,3.1,True,False,False,False,False,False,True,12
06/01/2024,1:00:00,CNR9744808,133402,1,Area-50,Area-27,14.39,23.73,0,Unknown,0,Unknown,0,Unknown,1760.54,22.66,3.6,3.2,False,True,False,False,False,False,True,1
13/01/2024,14:00:00,CNR8414279,150454,1,Area-8,Area-3,14.88,2.8,0,Unknown,0,Unknown,0,Unknown,181.29,2.6,4.0,3.2,True,False,False,False,False,False,True,14
03/01/2024,22:00:00,CNR4390921,715438,1,Area-24,Area-25,8.78,29.43,0,Unknown,0,Unknown,0,Unknown,205.25,49.52,4.5,4.1,True,False,False,False,False,False,True,22
22/01/2024,6:00:00,CNR3256739,182619,1,Area-19,Area-49,13.72,28.77,0,Unknown,0,Unknown,0,Unknown,811.85,37.53,3.5,3.7,False,False,False,False,False,False,True,6
21/01/2024,23:00:00,CNR4690436,868766,0,Area-42,Area-1,10.39,15.75,1,Driver is not moving towards pickup location,0,Unknown,0,Unknown,1031.82,25.36,4.0,4.0,False,False,True,False,False,False,False,23
25/01/2024,0:00:00,CNR8266353,515331,1,Area-12,Area-42,6.93,19.58,0,Unknown,0,Unknown,0,Unknown,147.59,33.97,4.1,4.8,False,False,False,False,False,False,True,0
19/01/2024,23:00:00,CNR7186559,821010,1,Area-27,Area-43,10.39,15.75,0,Unknown,1,The customer was coughing/sick,0,Unknown,1031.82,25.36,4.0,4.0,False,False,True,False,True,False,False,23
25/01/2024,19:00:00,CNR1816629,377950,1,Area-27,Area-37,6.57,14.66,0,Unknown,0,Unknown,0,Unknown,1779.47,42.47,3.3,4.1,True,False,False,False,False,False,True,19
03/01/2024,4:00:00,CNR0364462,503408,0,Area-15,Area-30,7.8,24.78,0,Unknown,0,Unknown,0,Unknown,218.61,41.3,4.4,3.1,False,True,False,False,False,False,True,4
18/01/2024,13:00:00,CNR7504453,928113,1,Area-15,Area-46,5.91,5.46,0,Unknown,0,Unknown,0,Unknown,1685.06,16.62,3.5,4.5,True,False,False,False,False,False,True,13
26/01/2024,16:00:00,CNR7892456,832565,0,Area-26,Area-43,8.29,26.32,0,Unknown,0,Unknown,0,Unknown,974.47,24.61,3.9,3.2,False,False,False,True,False,False,True,16
11/01/2024,19:00:00,CNR6689796,422432,1,Area-33,Area-7,14.33,12.41,0,Unknown,0,Unknown,0,Unknown,428.15,37.46,3.5,3.9,False,False,False,False,False,False,True,19
13/01/2024,5:00:00,CNR0516225,832814,0,Area-24,Area-38,10.22,3.72,0,Unknown,0,Unknown,0,Unknown,913.06,38.35,3.1,3.0,False,True,False,False,False,False,True,5
24/01/2024,15:00:00,CNR6863547,438055,0,Area-41,Area-35,10.39,15.75,0,Unknown,0,Unknown,1,Customer Demand,1031.82,25.36,4.0,4.0,False,False,True,False,False,True,False,15
23/01/2024,16:00:00,CNR4411596,127269,0,Area-31,Area-4,3.37,8.38,0,Unknown,0,Unknown,0,Unknown,1516.52,48.83,4.3,3.2,False,False,False,True,False,False,True,16
07/01/2024,12:00:00,CNR3894266,542945,1,Area-14,Area-38,15.59,9.0,0,Unknown,0,Unknown,0,Unknown,1077.38,49.26,3.1,3.2,False,False,False,False,False,False,True,12
21/01/2024,10:00:00,CNR2758811,851069,0,Area-8,Area-24,10.71,17.36,0,Unknown,0,Unknown,0,Unknown,1307.44,1.15,3.0,3.2,False,True,False,False,False,False,True,10
13/01/2024,15:00:00,CNR7563036,443572,0,Area-3,Area-34,9.31,17.04,0,Unknown,0,Unknown,0,Unknown,1346.91,4.22,3.4,4.4,True,False,False,False,False,False,True,15
07/01/2024,15:00:00,CNR3329328,898502,0,Area-4,Area-7,18.52,20.89,0,Unknown,0,Unknown,0,Unknown,1068.54,15.49,4.1,4.6,True,False,False,False,False,False,True,15
28/01/2024,5:00:00,CNR8679500,916534,1,Area-35,Area-22,11.43,15.05,0,Unknown,0,Unknown,0,Unknown,771.29,37.81,4.8,3.5,False,False,False,False,False,False,True,5
14/01/2024,19:00:00,CNR6193575,157504,1,Area-24,Area-20,3.72,25.75,0,Unknown,0,Unknown,0,Unknown,378.29,46.21,4.8,4.1,False,False,False,False,False,False,True,19
14/01/2024,3:00:00,CNR1612239,706313,0,Area-14,Area-17,9.07,13.63,0,Unknown,0,Unknown,0,Unknown,829.85,1.82,5.0,4.0,False,False,False,False,False,False,True,3
10/01/2024,3:00:00,CNR1488494,553427,1,Area-31,Area-37,10.39,15.75,0,Unknown,1,The customer was coughing/sick,0,Unknown,1031.82,25.36,4.0,4.0,False,False,True,False,True,False,False,3
10/01/2024,15:00:00,CNR4937222,858030,1,Area-16,Area-27,18.24,6.02,0,Unknown,0,Unknown,0,Unknown,368.26,4.68,4.5,4.8,True,False,False,False,False,False,True,15
15/01/2024,3:00:00,CNR8218956,181801,1,Area-7,Area-31,7.04,19.22,0,Unknown,0,Unknown,0,Unknown,1977.04,12.13,4.0,3.8,False,False,False,True,False,False,True,3
17/01/2024,23:00:00,CNR2861239,608894,0,Area-10,Area-6,17.59,7.98,0,Unknown,0,Unknown,0,Unknown,302.22,21.8,4.9,3.0,False,False,False,True,False,False,True,23
24/01/2024,11:00:00,CNR0953564,471269,1,Area-39,Area-43,10.39,15.75,0,Unknown,1,Personal & Car related issues,0,Unknown,1031.82,25.36,4.0,4.0,False,False,True,False,True,False,False,11
19/01/2024,3:00:00,CNR6902026,384257,1,Area-48,Area-41,10.39,15.75,1,AC is not working,0,Unknown,0,Unknown,1031.82,25.36,4.0,4.0,False,False,True,False,False,False,False,3
15/01/2024,4:00:00,CNR0953514,625483,0,Area-16,Area-49,17.86,25.7,0,Unknown,0,Unknown,0,Unknown,664.71,1.55,3.6,5.0,False,False,False,False,False,False,True,4
15/01/2024,9:00:00,CNR2545515,706589,0,Area-20,Area-48,5.61,21.93,0,Unknown,0,Unknown,0,Unknown,1836.19,28.36,4.7,3.4,False,False,False,True,False,False,True,9
14/01/2024,0:00:00,CNR6863007,460330,0,Area-9,Area-24,10.39,15.75,0,Unknown,1,More than permitted people in there,0,Unknown,1031.82,25.36,4.0,4.0,False,False,True,False,True,False,False,0
16/01/2024,3:00:00,CNR6658251,406213,1,Area-27,Area-36,12.61,8.14,0,Unknown,0,Unknown,0,Unknown,89.03,10.2,4.8,3.1,False,False,False,False,False,False,True,3
17/01/2024,10:00:00,CNR5245670,687782,0,Area-11,Area-10,10.39,15.75,0,Unknown,0,Unknown,1,Other Issue,1031.82,25.36,4.0,4.0,False,False,True,False,False,True,False,10
06/01/2024,10:00:00,CNR9467052,803345,1,Area-21,Area-27,10.39,15.75,0,Unknown,1,Customer related issue,0,Unknown,1031.82,25.36,4.0,4.0,False,False,True,False,True,False,False,10
09/01/2024,1:00:00,CNR8847784,953341,1,Area-24,Area-15,10.39,15.75,0,Unknown,1,Customer related issue,0,Unknown,1031.82,25.36,4.0,4.0,False,False,True,False,True,False,False,1
18/01/2024,0:00:00,CNR9285319,428025,0,Area-11,Area-13,3.2,8.25,0,Unknown,0,Unknown,0,Unknown,656.92,40.98,4.1,4.2,False,False,False,False,False,False,True,0
06/01/2024,6:00:00,CNR6622469,164783,1,Area-11,Area-44,13.39,12.73,0,Unknown,0,Unknown,0,Unknown,793.92,25.71,5.0,3.4,True,False,False,False,False,False,True,6
14/01/2024,20:00:00,CNR6937502,488958,1,Area-17,Area-30,10.95,19.22,0,Unknown,0,Unknown,0,Unknown,736.85,3.29,3.2,4.1,False,False,False,False,False,False,True,20
29/01/2024,23:00:00,CNR6979591,207663,1,Area-36,Area-13,15.9,29.86,0,Unknown,0,Unknown,0,Unknown,1900.54,13.77,3.6,3.3,False,True,False,False,False,False,True,23
07/01/2024,1:00:00,CNR8308705,644796,0,Area-24,Area-43,7.3,4.98,0,Unknown,0,Unknown,0,Unknown,1614.22,46.03,4.3,4.8,False,False,False,False,False,False,True,1
16/01/2024,9:00:00,CNR7335645,965808,0,Area-5,Area-25,10.39,15.75,1,Change of plans,0,Unknown,0,Unknown,1031.82,25.36,4.0,4.0,False,False,True,False,False,False,False,9
15/01/2024,21:00:00,CNR6950817,390980,1,Area-15,Area-50,7.04,21.62,0,Unknown,0,Unknown,0,Unknown,1031.82,15.53,4.3,3.6,False,False,False,False,False,False,True,21
17/01/2024,0:00:00,CNR0395739,931699,0,Area-48,Area-46,10.39,15.75,0,Unknown,1,The customer was coughing/sick,0,Unknown,1031.82,25.36,4.0,4.0,False,False,True,False,True,False,False,0
26/01/2024,21:00:00,CNR8602791,625323,1,Area-38,Area-8,6.94,13.37,0,Unknown,0,Unknown,0,Unknown,748.62,27.4,3.5,4.7,True,False,False,False,False,False,True,21
18/01/2024,0:00:00,CNR1286334,910585,1,Area-43,Area-27,10.39,15.75,0,Unknown,1,Personal & Car related issues,0,Unknown,1031.82,25.36,4.0,4.0,False,False,True,False,True,False,False,0
